order_id,customer_id,order_date,status,total_amount,discount_amount,channel
ORD-0002488,CUST-000152,2025-10-21,Completed,57.82,0.0,marketplace
ORD-0002489,CUST-000578,2024-11-26,Completed,61.5,0.0,marketplace
ORD-0002490,CUST-000163,2024-12-28,Completed,33.25,0.0,mobile
ORD-0002491,CUST-000690,2026-03-02,Completed,35.75,7.11,web
ORD-0002492,CUST-000300,2024-12-08,Completed,33.22,0.0,web
ORD-0002493,CUST-000872,2025-04-16,Completed,41.89,4.63,web
ORD-0002494,CUST-000739,2026-02-05,Refunded,87.21,0.0,web
ORD-0002495,CUST-000489,2025-11-08,Completed,58.49,0.0,web
ORD-0002496,CUST-000160,2024-07-10,Completed,66.69,0.0,web
ORD-0002497,CUST-000388,2024-09-22,Completed,66.66,0.0,web
ORD-0002498,CUST-000538,2024-05-20,Completed,90.7,0.0,web
ORD-0002499,CUST-000685,2025-09-12,Completed,56.29,0.0,web
ORD-0002500,CUST-000230,2025-03-26,Completed,59.57,10.23,web
ORD-0002501,CUST-000202,2024-09-10,Completed,115.71,0.0,marketplace
ORD-0002502,CUST-000929,2026-04-04,Completed,26.26,5.23,mobile
ORD-0002503,CUST-000920,2025-06-08,Completed,22.54,2.04,web
ORD-0002504,CUST-000102,2024-11-19,Completed,17.31,0.0,web
ORD-0002505,CUST-000985,2025-05-14,Completed,51.75,0.0,marketplace
ORD-0002506,CUST-000994,2025-10-25,Completed,10.15,0.0,web
ORD-0002507,CUST-000251,2024-07-23,Completed,64.7,12.8,mobile
ORD-0002508,CUST-000251,2024-12-01,Completed,40.96,7.92,in-store
ORD-0002509,CUST-000273,2025-12-15,Completed,110.8,0.0,web
ORD-0002510,CUST-000851,2025-04-06,Refunded,26.11,0.0,web
ORD-0002511,CUST-000311,2025-06-24,Completed,37.99,3.63,web
ORD-0002512,CUST-000476,2025-03-12,Completed,109.7,24.83,mobile
ORD-0002513,CUST-000075,2024-06-23,Completed,135.17,9.91,web
ORD-0002514,CUST-000556,2024-10-09,Completed,25.94,0.0,web
ORD-0002515,CUST-000010,2025-03-24,Refunded,51.7,0.0,web
ORD-0002516,CUST-000908,2024-11-07,Completed,56.57,0.0,web
ORD-0002517,CUST-000651,2024-06-29,Completed,60.28,0.0,web
ORD-0002518,CUST-000773,2025-12-29,Completed,36.23,0.0,mobile
ORD-0002519,CUST-000337,2026-04-26,Completed,124.6,0.0,in-store
ORD-0002520,CUST-000307,2025-12-10,Completed,9.86,1.54,mobile
ORD-0002521,CUST-000516,2026-01-04,Completed,31.92,0.0,in-store
ORD-0002522,CUST-000969,2024-11-19,Refunded,63.97,3.28,web
ORD-0002523,CUST-000508,2026-04-06,Completed,64.44,4.07,web
ORD-0002524,CUST-000948,2024-11-02,Completed,131.92,0.0,mobile
ORD-0002525,CUST-000843,2026-04-01,Completed,116.58,23.99,web
ORD-0002526,CUST-000514,2026-05-09,Completed,35.57,0.0,web
ORD-0002527,CUST-000702,2025-11-09,Completed,126.46,0.0,web
ORD-0002528,CUST-000159,2026-04-26,Completed,25.25,0.0,web
ORD-0002529,CUST-000176,2025-07-16,Completed,94.13,0.0,web
ORD-0002530,CUST-000980,2024-11-26,Completed,190.27,0.0,web
ORD-0002531,CUST-000427,2025-03-16,Completed,118.15,0.0,marketplace
ORD-0002532,CUST-000484,2025-08-08,Completed,48.65,0.0,web
ORD-0002533,CUST-000314,2024-07-20,Completed,34.28,0.0,mobile
ORD-0002534,CUST-000461,2025-09-04,Completed,13.16,0.0,mobile
ORD-0002535,CUST-000006,2026-04-26,Completed,57.31,0.0,in-store
ORD-0002536,CUST-000363,2024-10-30,Completed,18.32,0.0,web
ORD-0002537,CUST-000281,2025-12-10,Completed,23.7,4.52,mobile
ORD-0002538,CUST-000302,2026-02-21,Completed,17.24,0.0,web
ORD-0002539,CUST-000392,2026-03-24,Completed,30.93,0.0,web
ORD-0002540,CUST-000221,2026-04-06,Completed,43.71,0.0,web
ORD-0002541,CUST-000077,2025-06-01,Completed,55.64,6.4,mobile
ORD-0002542,CUST-000482,2026-04-22,Pending,27.65,0.0,mobile
ORD-0002543,CUST-000400,2025-11-27,Refunded,105.15,0.0,web
ORD-0002544,CUST-000287,2024-10-06,Completed,37.84,0.0,web
ORD-0002545,CUST-000058,2025-04-23,Completed,23.8,0.0,web
ORD-0002546,CUST-000946,2025-11-12,Refunded,53.57,7.73,web
ORD-0002547,CUST-000794,2024-11-21,Completed,215.04,0.0,marketplace
ORD-0002548,CUST-000604,2025-09-21,Completed,58.45,5.26,web
ORD-0002549,CUST-000587,2025-10-15,Completed,33.44,0.0,web
ORD-0002550,CUST-000837,2024-10-07,Completed,13.17,0.72,web
ORD-0002551,CUST-000805,2025-07-12,Completed,37.5,0.0,in-store
ORD-0002552,CUST-000370,2025-12-02,Completed,53.94,0.0,marketplace
ORD-0002553,CUST-000189,2025-05-13,Completed,32.78,0.0,web
ORD-0002554,CUST-000204,2024-05-24,Completed,11.8,0.0,web
ORD-0002555,CUST-000766,2024-05-21,Completed,22.64,0.0,mobile
ORD-0002556,CUST-000438,2025-01-03,Completed,143.11,0.0,web
ORD-0002557,CUST-000542,2026-03-08,Completed,140.78,34.9,web
ORD-0002558,CUST-000033,2024-11-14,Refunded,21.99,0.0,web
ORD-0002559,CUST-000552,2025-09-15,Completed,76.57,0.0,mobile
ORD-0002560,CUST-000753,2024-11-12,Completed,17.41,1.19,web
ORD-0002561,CUST-000163,2024-12-19,Completed,137.48,0.0,web
ORD-0002562,CUST-000945,2025-12-31,Completed,54.39,0.0,web
ORD-0002563,CUST-000075,2025-11-16,Completed,95.56,0.0,web
ORD-0002564,CUST-000463,2024-08-05,Cancelled,11.34,0.0,web
ORD-0002565,CUST-000339,2025-03-09,Completed,76.87,13.8,web
ORD-0002566,CUST-000710,2024-06-09,Pending,44.43,0.0,marketplace
ORD-0002567,CUST-000412,2025-04-27,Completed,88.37,0.0,mobile
ORD-0002568,CUST-000020,2025-10-11,Completed,92.93,10.64,marketplace
ORD-0002569,CUST-000599,2024-08-26,Completed,47.12,0.0,web
ORD-0002570,CUST-000682,2024-12-07,Refunded,27.64,5.92,marketplace
ORD-0002571,CUST-000733,2025-02-08,Completed,83.41,0.0,mobile
ORD-0002572,CUST-000212,2026-03-02,Completed,42.6,0.0,web
ORD-0002573,CUST-000968,2026-05-07,Completed,22.24,0.0,web
ORD-0002574,CUST-000978,2024-06-24,Refunded,21.41,4.8,mobile
ORD-0002575,CUST-000207,2025-11-28,Completed,13.71,0.0,web
ORD-0002576,CUST-000959,2025-01-14,Completed,29.72,0.0,web
ORD-0002577,CUST-000899,2025-02-02,Completed,108.0,0.0,mobile
ORD-0002578,CUST-000385,2025-11-26,Refunded,51.54,11.52,web
ORD-0002579,CUST-000051,2026-03-02,Completed,29.26,0.0,web
ORD-0002580,CUST-000390,2026-03-31,Completed,85.1,0.0,in-store
ORD-0002581,CUST-000519,2025-07-23,Completed,22.97,0.0,web
ORD-0002582,CUST-000775,2025-01-03,Completed,48.24,11.49,web
ORD-0002583,CUST-000325,2025-12-08,Completed,38.72,0.0,web
ORD-0002584,CUST-000520,2024-11-23,Completed,83.37,0.0,web
ORD-0002585,CUST-000468,2025-07-11,Completed,12.66,1.6,in-store
ORD-0002586,CUST-000103,2025-01-04,Pending,22.64,0.0,mobile
ORD-0002587,CUST-000445,2025-10-06,Completed,12.05,0.0,web
ORD-0002588,CUST-000719,2024-11-19,Completed,36.32,6.49,web
ORD-0002589,CUST-000975,2024-10-31,Completed,117.82,0.0,marketplace
ORD-0002590,CUST-000047,2026-03-02,Completed,29.83,2.98,web
ORD-0002591,CUST-000160,2024-08-11,Completed,29.71,4.28,web
ORD-0002592,CUST-000215,2025-05-17,Completed,89.78,0.0,web
ORD-0002593,CUST-000425,2024-11-11,Completed,105.09,0.0,web
ORD-0002594,CUST-000532,2024-06-18,Completed,41.64,0.0,mobile
ORD-0002595,CUST-000186,2024-06-16,Refunded,77.31,0.0,mobile
ORD-0002596,CUST-000031,2024-10-16,Completed,18.89,0.0,mobile
ORD-0002597,CUST-000931,2026-01-16,Completed,134.61,0.0,web
ORD-0002598,CUST-000027,2024-12-05,Refunded,249.38,0.0,web
ORD-0002599,CUST-000893,2026-03-31,Completed,67.83,8.92,mobile
ORD-0002600,CUST-000740,2025-07-27,Completed,8.44,0.0,web
ORD-0002601,CUST-000919,2025-03-16,Completed,28.6,3.83,in-store
ORD-0002602,CUST-000476,2025-07-26,Refunded,72.99,0.0,web
ORD-0002603,CUST-000138,2025-05-27,Completed,31.91,0.0,web
ORD-0002604,CUST-000488,2025-11-27,Refunded,123.69,0.0,web
ORD-0002605,CUST-000673,2024-12-05,Pending,71.56,0.0,mobile
ORD-0002606,CUST-000099,2024-12-31,Completed,25.4,0.0,marketplace
ORD-0002607,CUST-000201,2026-02-08,Completed,45.87,7.02,web
ORD-0002608,CUST-000676,2026-03-27,Completed,21.87,1.51,marketplace
ORD-0002609,CUST-000108,2026-02-07,Completed,38.63,3.87,web
ORD-0002610,CUST-000728,2025-02-28,Completed,28.68,0.0,web
ORD-0002611,CUST-000592,2025-12-06,Completed,114.41,0.0,marketplace
ORD-0002612,CUST-000336,2025-04-22,Completed,242.94,0.0,web
ORD-0002613,CUST-000958,2025-05-12,Completed,14.23,0.0,mobile
ORD-0002614,CUST-000648,2024-11-05,Completed,9.6,0.86,web
ORD-0002615,CUST-000035,2025-08-05,Completed,36.74,0.0,web
ORD-0002616,CUST-000012,2024-10-26,Completed,13.27,0.0,web
ORD-0002617,CUST-000644,2024-12-23,Cancelled,46.38,0.0,web
ORD-0002618,CUST-000220,2026-01-05,Completed,81.38,0.0,web
ORD-0002619,CUST-000763,2024-11-06,Refunded,147.72,30.09,web
ORD-0002620,CUST-000914,2024-07-19,Refunded,52.52,6.21,mobile
ORD-0002621,CUST-000468,2024-07-16,Completed,38.3,0.0,web
ORD-0002622,CUST-000532,2026-03-22,Completed,9.18,1.89,web
ORD-0002623,CUST-000557,2025-05-18,Completed,45.65,4.36,web
ORD-0002624,CUST-000564,2025-02-18,Completed,47.32,0.0,web
ORD-0002625,CUST-000464,2025-12-17,Cancelled,74.53,0.0,web
ORD-0002626,CUST-000888,2025-12-27,Completed,25.36,0.0,mobile
ORD-0002627,CUST-000907,2024-12-23,Completed,31.56,0.0,mobile
ORD-0002628,CUST-000228,2025-11-03,Completed,13.7,0.0,mobile
ORD-0002629,CUST-000539,2025-12-02,Completed,7.15,0.0,marketplace
ORD-0002630,CUST-000538,2025-10-04,Completed,18.42,2.89,mobile
ORD-0002631,CUST-000544,2024-09-27,Completed,12.73,1.04,mobile
ORD-0002632,CUST-000880,2026-01-23,Completed,58.52,0.0,mobile
ORD-0002633,CUST-000156,2025-06-17,Pending,29.53,0.0,web
ORD-0002634,CUST-000208,2024-12-05,Pending,29.06,7.03,web
ORD-0002635,CUST-000923,2025-03-05,Completed,20.34,0.0,web
ORD-0002636,CUST-000330,2024-06-17,Completed,5.0,1.19,web
ORD-0002637,CUST-000570,2024-09-04,Completed,149.4,0.0,mobile
ORD-0002638,CUST-000609,2025-11-30,Completed,20.08,0.0,web
ORD-0002639,CUST-000148,2024-05-13,Completed,32.14,0.0,in-store
ORD-0002640,CUST-001000,2025-02-25,Completed,13.96,0.0,mobile
ORD-0002641,CUST-000662,2025-06-02,Completed,97.28,0.0,web
ORD-0002642,CUST-000359,2024-07-03,Completed,50.14,12.17,marketplace
ORD-0002643,CUST-000127,2026-04-18,Completed,23.08,0.0,mobile
ORD-0002644,CUST-000211,2024-11-13,Completed,32.66,0.0,mobile
ORD-0002645,CUST-000012,2024-12-13,Completed,171.15,0.0,web
ORD-0002646,CUST-000791,2024-12-13,Completed,42.17,0.0,mobile
ORD-0002647,CUST-000306,2024-11-15,Completed,38.65,0.0,mobile
ORD-0002648,CUST-000158,2024-05-14,Refunded,21.05,5.17,web
ORD-0002649,CUST-000279,2025-11-16,Completed,9.82,0.0,mobile
ORD-0002650,CUST-000262,2026-04-12,Completed,39.33,5.64,marketplace
ORD-0002651,CUST-000709,2024-11-13,Completed,58.0,0.0,web
ORD-0002652,CUST-000536,2025-10-12,Completed,107.73,26.88,web
ORD-0002653,CUST-000372,2025-11-21,Completed,7.4,1.63,mobile
ORD-0002654,CUST-000443,2025-12-31,Completed,18.17,0.0,marketplace
ORD-0002655,CUST-000287,2025-03-03,Completed,28.09,0.0,marketplace
ORD-0002656,CUST-000656,2024-12-12,Completed,44.58,0.0,mobile
ORD-0002657,CUST-000366,2024-12-21,Completed,39.8,2.8,web
ORD-0002658,CUST-000507,2025-11-10,Completed,40.55,5.55,in-store
ORD-0002659,CUST-000847,2025-12-19,Completed,61.96,0.0,mobile
ORD-0002660,CUST-000385,2024-10-22,Refunded,21.7,0.0,mobile
ORD-0002661,CUST-000044,2025-01-13,Completed,94.38,0.0,mobile
ORD-0002662,CUST-000977,2026-02-16,Pending,63.23,4.36,web
ORD-0002663,CUST-000595,2025-12-15,Refunded,34.61,0.0,web
ORD-0002664,CUST-000404,2026-04-29,Completed,160.89,0.0,mobile
ORD-0002665,CUST-000451,2025-11-26,Completed,155.26,0.0,web
ORD-0002666,CUST-000963,2025-02-03,Completed,94.28,0.0,mobile
ORD-0002667,CUST-000443,2025-08-05,Completed,5.0,0.0,web
ORD-0002668,CUST-000025,2025-10-10,Completed,158.09,0.0,web
ORD-0002669,CUST-000423,2024-07-25,Completed,84.42,0.0,mobile
ORD-0002670,CUST-000260,2025-06-22,Completed,222.54,0.0,web
ORD-0002671,CUST-000989,2025-11-09,Completed,120.3,16.75,web
ORD-0002672,CUST-000651,2024-10-09,Completed,158.01,32.98,mobile
ORD-0002673,CUST-000561,2025-12-06,Completed,90.28,0.0,mobile
ORD-0002674,CUST-000800,2025-07-29,Completed,131.49,0.0,marketplace
ORD-0002675,CUST-000342,2026-04-01,Completed,220.37,0.0,mobile
ORD-0002676,CUST-000990,2024-06-22,Completed,53.16,11.47,mobile
ORD-0002677,CUST-000655,2024-11-28,Completed,12.71,0.0,mobile
ORD-0002678,CUST-000775,2025-08-15,Completed,34.95,0.0,mobile
ORD-0002679,CUST-000360,2024-12-10,Completed,61.07,0.0,web
ORD-0002680,CUST-000164,2025-11-11,Completed,47.46,0.0,web
ORD-0002681,CUST-000596,2025-11-28,Completed,16.49,0.0,mobile
ORD-0002682,CUST-000304,2024-08-11,Completed,12.12,0.0,web
ORD-0002683,CUST-000713,2025-05-25,Completed,24.71,1.7,marketplace
ORD-0002684,CUST-000680,2025-05-20,Completed,85.3,0.0,mobile
ORD-0002685,CUST-000546,2025-01-12,Completed,158.27,0.0,web
ORD-0002686,CUST-000866,2026-03-14,Completed,93.06,0.0,marketplace
ORD-0002687,CUST-000301,2025-12-23,Cancelled,104.16,0.0,web
ORD-0002688,CUST-000231,2025-11-04,Completed,41.9,0.0,web
ORD-0002689,CUST-000684,2025-11-11,Completed,11.09,0.0,web
ORD-0002690,CUST-000712,2025-04-08,Completed,31.06,0.0,web
ORD-0002691,CUST-000664,2026-03-03,Completed,36.34,0.0,web
ORD-0002692,CUST-000988,2025-11-03,Completed,30.03,5.18,web
ORD-0002693,CUST-000565,2025-11-16,Completed,46.7,0.0,web
ORD-0002694,CUST-000532,2026-01-12,Completed,63.63,0.0,marketplace
ORD-0002695,CUST-000397,2024-12-01,Completed,88.45,0.0,in-store
ORD-0002696,CUST-000823,2025-12-15,Completed,35.78,0.0,web
ORD-0002697,CUST-000948,2024-11-02,Completed,9.75,0.0,web
ORD-0002698,CUST-000982,2024-12-28,Completed,30.38,0.0,mobile
ORD-0002699,CUST-000720,2024-12-24,Completed,46.29,7.3,in-store
ORD-0002700,CUST-000804,2026-04-23,Completed,118.9,0.0,web
ORD-0002701,CUST-000108,2026-01-07,Completed,28.38,0.0,mobile
ORD-0002702,CUST-000735,2025-11-06,Cancelled,67.36,0.0,mobile
ORD-0002703,CUST-000230,2025-11-15,Completed,56.38,0.0,web
ORD-0002704,CUST-000634,2025-07-09,Completed,46.3,0.0,web
ORD-0002705,CUST-000176,2026-03-28,Completed,94.11,13.15,marketplace
ORD-0002706,CUST-000489,2025-05-11,Completed,26.35,0.0,mobile
ORD-0002707,CUST-000067,2025-01-22,Completed,28.21,0.0,web
ORD-0002708,CUST-000919,2024-10-07,Completed,44.28,0.0,web
ORD-0002709,CUST-000722,2025-12-07,Completed,26.79,0.0,web
ORD-0002710,CUST-000678,2025-11-18,Completed,67.12,0.0,mobile
ORD-0002711,CUST-000339,2025-01-26,Completed,25.27,5.3,web
ORD-0002712,CUST-000785,2024-06-05,Completed,53.57,0.0,web
ORD-0002713,CUST-000007,2025-12-27,Completed,41.26,0.0,mobile
ORD-0002714,CUST-000602,2024-05-24,Completed,53.09,13.03,web
ORD-0002715,CUST-000748,2025-11-07,Cancelled,30.94,2.75,mobile
ORD-0002716,CUST-000184,2026-04-16,Completed,34.08,0.0,marketplace
ORD-0002717,CUST-000747,2025-03-17,Pending,48.27,3.27,web
ORD-0002718,CUST-000972,2024-11-17,Completed,52.54,0.0,web
ORD-0002719,CUST-000486,2025-11-07,Completed,44.55,5.29,web
ORD-0002720,CUST-000725,2025-12-19,Completed,174.91,0.0,web
ORD-0002721,CUST-000267,2025-06-24,Completed,20.23,0.0,in-store
ORD-0002722,CUST-000649,2026-04-12,Completed,42.46,5.96,web
ORD-0002723,CUST-000901,2024-06-30,Cancelled,12.69,0.0,web
ORD-0002724,CUST-000383,2025-05-16,Cancelled,60.2,3.03,web
ORD-0002725,CUST-000335,2025-11-12,Completed,18.32,0.0,marketplace
ORD-0002726,CUST-000577,2026-01-13,Completed,35.78,0.0,web
ORD-0002727,CUST-000652,2024-10-20,Completed,33.19,0.0,web
ORD-0002728,CUST-000354,2025-12-13,Completed,55.96,10.44,web
ORD-0002729,CUST-000182,2025-06-30,Completed,28.72,0.0,marketplace
ORD-0002730,CUST-000182,2025-02-06,Completed,27.76,0.0,web
ORD-0002731,CUST-000638,2024-09-08,Pending,140.99,22.21,marketplace
ORD-0002732,CUST-000827,2026-01-15,Pending,56.13,0.0,web
ORD-0002733,CUST-000700,2024-10-02,Refunded,28.54,4.39,web
ORD-0002734,CUST-000618,2024-12-15,Completed,36.57,6.31,web
ORD-0002735,CUST-000675,2024-12-07,Completed,166.71,0.0,web
ORD-0002736,CUST-000120,2026-01-18,Completed,37.04,0.0,web
ORD-0002737,CUST-000145,2025-10-21,Completed,25.75,5.5,web
ORD-0002738,CUST-000367,2025-12-12,Completed,25.84,6.37,mobile
ORD-0002739,CUST-000676,2024-11-23,Completed,28.81,0.0,web
ORD-0002740,CUST-000533,2025-09-06,Refunded,27.78,5.03,web
ORD-0002741,CUST-000720,2025-07-18,Completed,16.06,0.0,web
ORD-0002742,CUST-000206,2025-12-25,Completed,18.19,1.4,web
ORD-0002743,CUST-000642,2026-02-20,Completed,23.02,0.0,web
ORD-0002744,CUST-000025,2024-05-24,Completed,71.75,0.0,web
ORD-0002745,CUST-000399,2025-10-21,Cancelled,32.95,0.0,mobile
ORD-0002746,CUST-000790,2024-06-30,Completed,37.87,0.0,mobile
ORD-0002747,CUST-000193,2025-06-27,Completed,123.48,0.0,web
ORD-0002748,CUST-000922,2024-12-07,Completed,125.97,0.0,web
ORD-0002749,CUST-000050,2024-12-14,Completed,35.67,0.0,web
ORD-0002750,CUST-000193,2024-12-31,Completed,26.99,0.0,mobile
ORD-0002751,CUST-000701,2025-09-03,Completed,22.39,0.0,web
ORD-0002752,CUST-000183,2024-12-24,Completed,77.81,0.0,web
ORD-0002753,CUST-000220,2025-11-17,Refunded,37.95,9.11,mobile
ORD-0002754,CUST-000075,2025-02-14,Completed,32.81,0.0,web
ORD-0002755,CUST-000628,2024-07-16,Completed,23.31,5.46,mobile
ORD-0002756,CUST-000947,2025-12-07,Completed,24.15,5.58,marketplace
ORD-0002757,CUST-000339,2024-12-06,Cancelled,57.75,0.0,mobile
ORD-0002758,CUST-000381,2025-03-12,Completed,15.61,0.0,web
ORD-0002759,CUST-000614,2025-10-30,Refunded,99.08,18.2,web
ORD-0002760,CUST-000585,2024-12-23,Refunded,29.16,0.0,web
ORD-0002761,CUST-000963,2024-07-05,Completed,39.66,0.0,web
ORD-0002762,CUST-000707,2025-01-16,Completed,15.34,3.29,mobile
ORD-0002763,CUST-000195,2026-03-25,Completed,44.26,0.0,mobile
ORD-0002764,CUST-000642,2025-09-22,Completed,34.38,0.0,mobile
ORD-0002765,CUST-000132,2025-10-20,Completed,42.95,0.0,mobile
ORD-0002766,CUST-000119,2025-09-13,Completed,145.09,30.21,web
ORD-0002767,CUST-000172,2024-11-03,Completed,51.53,0.0,mobile
ORD-0002768,CUST-000953,2025-02-27,Completed,23.67,0.0,web
ORD-0002769,CUST-000877,2025-11-24,Completed,25.3,0.0,web
ORD-0002770,CUST-000843,2024-08-10,Completed,71.96,0.0,web
ORD-0002771,CUST-000867,2024-12-03,Completed,126.34,0.0,in-store
ORD-0002772,CUST-000481,2024-12-02,Completed,56.01,0.0,web
ORD-0002773,CUST-000398,2025-03-12,Completed,77.55,15.7,web
ORD-0002774,CUST-000631,2026-04-25,Completed,72.81,0.0,web
ORD-0002775,CUST-000788,2024-07-15,Completed,139.11,32.93,web
ORD-0002776,CUST-000216,2025-05-29,Completed,9.4,0.0,web
ORD-0002777,CUST-000157,2024-10-20,Pending,76.23,0.0,marketplace
ORD-0002778,CUST-000359,2026-04-16,Refunded,98.2,0.0,web
ORD-0002779,CUST-000390,2024-08-22,Completed,15.32,1.66,web
ORD-0002780,CUST-000200,2025-02-13,Completed,22.01,0.0,web
ORD-0002781,CUST-000452,2025-11-20,Completed,22.63,2.24,web
ORD-0002782,CUST-000147,2025-11-07,Completed,24.95,0.0,web
ORD-0002783,CUST-000067,2025-03-03,Completed,30.41,0.0,mobile
ORD-0002784,CUST-000174,2024-12-29,Completed,54.28,0.0,web
ORD-0002785,CUST-000924,2025-02-08,Completed,89.35,8.64,web
ORD-0002786,CUST-000834,2024-11-28,Completed,106.17,0.0,marketplace
ORD-0002787,CUST-000781,2024-11-05,Completed,22.87,0.0,web
ORD-0002788,CUST-000665,2025-04-28,Completed,22.74,0.0,web
ORD-0002789,CUST-000396,2024-11-29,Completed,128.08,22.18,mobile
ORD-0002790,CUST-000700,2024-12-07,Completed,74.99,0.0,in-store
ORD-0002791,CUST-000652,2025-10-06,Refunded,47.76,0.0,web
ORD-0002792,CUST-000550,2026-04-14,Completed,65.28,0.0,web
ORD-0002793,CUST-000749,2025-08-17,Cancelled,43.65,10.63,marketplace
ORD-0002794,CUST-000377,2024-07-24,Completed,68.01,0.0,web
ORD-0002795,CUST-000044,2024-07-23,Completed,34.16,0.0,web
ORD-0002796,CUST-000233,2026-04-01,Completed,55.43,0.0,mobile
ORD-0002797,CUST-000214,2024-12-10,Completed,13.35,0.0,web
ORD-0002798,CUST-000752,2024-08-04,Pending,25.78,0.0,web
ORD-0002799,CUST-000346,2025-08-13,Completed,26.01,0.0,mobile
ORD-0002800,CUST-000211,2025-09-05,Completed,33.13,6.38,marketplace
ORD-0002801,CUST-000747,2025-09-28,Completed,21.3,0.0,marketplace
ORD-0002802,CUST-000562,2024-11-29,Completed,29.17,0.0,web
ORD-0002803,CUST-000315,2024-05-27,Completed,13.31,1.04,mobile
ORD-0002804,CUST-000308,2026-04-11,Pending,69.34,0.0,marketplace
ORD-0002805,CUST-000423,2024-11-23,Completed,41.85,3.91,web
ORD-0002806,CUST-000394,2025-10-21,Completed,11.43,0.0,marketplace
ORD-0002807,CUST-000025,2025-11-08,Completed,22.92,0.0,mobile
ORD-0002808,CUST-000280,2025-08-23,Completed,58.51,0.0,mobile
ORD-0002809,CUST-000657,2024-12-16,Completed,28.95,0.0,web
ORD-0002810,CUST-000422,2024-11-30,Completed,25.6,0.0,mobile
ORD-0002811,CUST-000781,2025-08-11,Completed,42.11,0.0,marketplace
ORD-0002812,CUST-000628,2026-01-16,Completed,58.84,0.0,web
ORD-0002813,CUST-000100,2026-03-27,Completed,14.17,0.0,web
ORD-0002814,CUST-000883,2024-08-15,Completed,69.41,0.0,web
ORD-0002815,CUST-000954,2024-09-29,Completed,23.57,0.0,web
ORD-0002816,CUST-000219,2026-03-25,Completed,44.06,0.0,mobile
ORD-0002817,CUST-000324,2025-11-19,Completed,43.45,0.0,web
ORD-0002818,CUST-000721,2026-01-29,Completed,29.32,3.24,web
ORD-0002819,CUST-000902,2024-11-04,Completed,19.71,2.62,mobile
ORD-0002820,CUST-000163,2025-08-02,Completed,35.57,0.0,mobile
ORD-0002821,CUST-000288,2025-11-06,Refunded,164.07,0.0,in-store
ORD-0002822,CUST-000680,2025-10-25,Refunded,15.04,0.0,web
ORD-0002823,CUST-000041,2025-02-17,Completed,173.1,21.84,web
ORD-0002824,CUST-000021,2024-05-27,Cancelled,36.31,0.0,web
ORD-0002825,CUST-000452,2025-07-28,Completed,45.98,0.0,marketplace
ORD-0002826,CUST-000994,2024-11-23,Completed,18.74,0.0,web
ORD-0002827,CUST-000348,2025-03-29,Refunded,24.12,0.0,web
ORD-0002828,CUST-000139,2026-04-04,Completed,29.89,0.0,marketplace
ORD-0002829,CUST-000114,2025-02-09,Completed,19.36,0.0,mobile
ORD-0002830,CUST-000985,2025-12-28,Completed,37.82,0.0,mobile
ORD-0002831,CUST-000806,2024-10-28,Completed,32.28,5.51,web
ORD-0002832,CUST-000913,2025-10-21,Cancelled,196.49,0.0,web
ORD-0002833,CUST-000259,2026-04-22,Completed,17.59,1.87,marketplace
ORD-0002834,CUST-000502,2024-08-11,Completed,48.53,0.0,mobile
ORD-0002835,CUST-000718,2024-05-20,Completed,54.5,0.0,web
ORD-0002836,CUST-000042,2025-03-13,Completed,18.99,4.73,mobile
ORD-0002837,CUST-000341,2024-08-05,Completed,77.44,0.0,in-store
ORD-0002838,CUST-000640,2025-11-23,Completed,32.5,5.35,web
ORD-0002839,CUST-000482,2026-02-28,Completed,6.09,0.0,mobile
ORD-0002840,CUST-000714,2025-03-14,Completed,75.78,0.0,web
ORD-0002841,CUST-000803,2024-11-25,Completed,18.29,0.0,web
ORD-0002842,CUST-000355,2025-03-14,Completed,19.33,0.0,web
ORD-0002843,CUST-000274,2025-11-14,Completed,77.5,10.85,mobile
ORD-0002844,CUST-000936,2024-05-21,Completed,33.86,0.0,web
ORD-0002845,CUST-000831,2025-08-04,Completed,93.15,18.85,web
ORD-0002846,CUST-000067,2025-08-26,Completed,117.7,24.75,marketplace
ORD-0002847,CUST-000010,2025-09-18,Completed,26.68,0.0,web
ORD-0002848,CUST-000931,2024-11-19,Completed,84.32,0.0,mobile
ORD-0002849,CUST-000893,2025-11-10,Completed,24.43,0.0,web
ORD-0002850,CUST-000681,2024-08-04,Completed,266.8,19.85,web
ORD-0002851,CUST-000764,2024-11-03,Completed,25.68,0.0,mobile
ORD-0002852,CUST-000094,2026-01-24,Completed,101.58,21.16,web
ORD-0002853,CUST-000082,2025-11-20,Completed,87.8,0.0,web
ORD-0002854,CUST-000838,2024-05-26,Completed,57.56,14.25,web
ORD-0002855,CUST-000295,2024-11-22,Completed,26.14,0.0,marketplace
ORD-0002856,CUST-000454,2024-11-09,Completed,39.6,2.03,web
ORD-0002857,CUST-000148,2024-11-30,Completed,7.98,0.0,web
ORD-0002858,CUST-000127,2024-11-22,Completed,53.49,0.0,web
ORD-0002859,CUST-000330,2024-07-10,Completed,59.13,0.0,web
ORD-0002860,CUST-000857,2025-04-06,Completed,49.74,0.0,web
ORD-0002861,CUST-000293,2025-11-17,Completed,5.0,0.5,web
ORD-0002862,CUST-000008,2025-08-20,Pending,16.24,0.0,web
ORD-0002863,CUST-000773,2025-10-21,Completed,24.57,1.53,marketplace
